IA.Name,Member.ID,Start.Date,End.Date,IA.ID,IA.Group.1,IA.Group.2,Type,City,Voivodship,Full.Name,Age,Gender,RT.Affiliation,Profession
NSZZ Scientific Technical and Educational Workers,180,1980-10-01,1981-12-31,IA00801,NSZZST,PNTIO,Opposition Group,NA,NA,Krystyna Starczewska,51,F,Opposition,Academic
Open Letter to the Sejm protesting the De-legalization of Solidarność,183,1982-10-01,1982-10-30,IA00971,OLETSDS,NA,Protest Statement,NA,NA,Antoni Stawikowski,55,M,Opposition,Academic
First Solidarność National Congress Delegate,185,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Jerzy Stępien,42,M,Opposition,Lawyer
Fajsławice Municipal Council,186,1988-01-01,1989-02-01,IA00431,FMC,NA,Government Agency Regional or Local,NA,NA,Henryk Jerzy Stępniak,38,M,Opposition,Farmer
Dziekania Political Thought Club,187,1985-01-01,1989-02-01,IA00385,DPTC,NA,Salon,NA,NA,Stanisław Stomma,81,M,Opposition,Academic
NSZZ Solidarność National Audit Committee,188,1981-10-01,1981-12-13,IA00906,NSZZS,NAC,Opposition Group Leadership Body National,NA,NA,Adam Strzembosz,58,M,Opposition,Lawyer
Seminar on Experience and the Future in Warsaw,190,1978-01-01,1989-02-01,IA01159,SEMEFW,NA,Salon,NA,NA,Klemens Szaniawski,63,M,Opposition,Academic
KSS-KOR Collaborator,192,1977-09-01,1981-09-30,IA00626,KSSKOR,NA,Opposition Group,NA,NA,Jan Józef Szczepański,70,M,Opposition,Journalist
Association of Polish Journalists,193,1981-01-01,1981-12-31,IA00243,SDP,NA,National Professional Association,NA,NA,Jarosław Józef Szczepański,38,M,Opposition,Academic
First Solidarność National Congress Delegate,195,1981-09-01,1981-10-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Jacek Szymanderski,43,M,Opposition,Academic
Strike Committee Ursus Mechanical Factory (August 1988),200,1988-08-01,1988-08-31,IA01234,SCUMFA88,NA,Protest Action,NA,NA,Henryk Tachasiuk,26,M,Opposition,Worker
Interned Białołęka,202,1981-12-13,1982-12-22,IA00548,INT,BIAL,Protest Action,NA,NA,Antoni Tokarczuk,37,M,Opposition,Academic
NSZZ Solidarność Member,205,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Witold Trzeciakowski,62,M,Opposition,Academic
KIK Warsaw,206,1957-01-01,1989-02-01,IA00624,KIK,WAW,Salon,NA,NA,Jerzy Turowicz,86,M,Opposition,Journalist
Gdańsk Construction Mechanization Plant ZREMB,209,1976-07-01,1979-06-30,IA00462,GCMF,NA,Factory,Gdańsk,NA,Lech Wałęsa,45,M,Opposition,Worker
Member of Parliament,210,1952-11-20,1956-11-20,IA00735,MOP,NA,NA,NA,NA,Zofia Wasikowska,78,F,Opposition,Lawyer
Radio Solidarność in Łęczna,212,1984-01-01,1986-12-31,IA01120,RSOL,LECZ,Opposition Group Leadership Body Regional or Local,NA,NA,Stanisław Węglarz,40,M,Opposition,Worker Miner
Inter-factory Strike Committee Gdańsk Committee of Experts,214,1980-08-01,1980-08-31,IA00560,MKSG,COE,Protest Action,NA,NA,Andrzej Wielowieyski,61,M,Opposition,Lawyer
NSZZ Individual Farmers “Solidarity” advisor,215,1980-10-01,1981-12-13,IA00790,NSZZIF,AD,Opposition Group Leadership Body National,NA,NA,Zbigniew Wierzbicki,69,M,Opposition,Academic
Papal Council on Culture,220,1982-01-01,1989-02-01,IA01023,PCC,NA,Charitable or Humanitarian Organization,NA,NA,Jacek Woźniakowski,68,M,Opposition,Academic
NSZZ Solidarność National Commission Center for Socio-Union Studies,221,1981-01-01,1981-12-13,IA00905,NSZZS,KKCSUS,Opposition Group Leadership Body National,NA,NA,Irena Wóycicka,38,F,Opposition,Journalist
Letter in Support of Workers at Radom and Ursus,223,1976-08-01,1976-08-30,IA00660,LSRU,NA,Protest Statement,NA,NA,Henryk Wujec,48,M,Opposition,Worker
Union of Polish Authors and Light Music Composers - ZAKR,226,1975-01-01,1985-12-31,IA01262,ZAKR,NA,NA,NA,NA,Jan Zalewski,58,M,Opposition,Journalist
PZPR member,229,1955-01-01,1967-12-31,IA01113,PZPR,MEM,NA,NA,NA,Andrzej Ziabicki,55,M,Opposition,Academic
Polish Sociological Association,231,1983-01-01,1989-02-01,IA01070,PSOCA,NA,National Professional Association,NA,NA,Janusz Ziółkowski,64,M,Opposition,Academic
NSZZ Solidarność National Committee Delegate on the Higher Education Law,4,1981-01-01,1981-12-31,IA00912,NSZZS,KKDHEL,Opposition Group Leadership Body National,NA,NA,Stefan Amsterdamski,60,M,Opposition,Academic Philosophy
Citizens Committee,7,1988-12-01,1989-02-01,IA00317,CITCOM,NA,NA,NA,NA,Piotr Baumgart,47,M,Opposition,Agricultural Worker Technician
Union of Polish Students - ZSP,9,1957-01-01,1960-12-31,IA01264,ZSP,NA,NA,NA,NA,Ryszard Bender,64,M,Opposition,Academic History
Citizens Committee,10,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Jan Beszta-Borowski,52,M,Opposition,Farmer
Citizens Committee,15,1988-12-01,1989-02-01,IA00317,CITCOM,NA,NA,NA,NA,Grzegorz Boguta,36,M,Opposition,Academic Biophysics
Forecasting Center for Research Development of Information Technology,19,1971-01-01,1974-12-31,IA00449,FRDIT,NA,NA,NA,NA,Stefan Bratkowski,54,M,Opposition,Journalist
Citizens Committee,23,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Zbigniew Bujak,33,M,Opposition,Worker Electrician
NSZZ Solidarność Commission for National Understanding,25,1981-02-12,1981-12-13,IA00806,NSZZS,KKP,Opposition Group Leadership Body National,NA,NA,Andrzej Czeliński,38,M,Opposition,Academic Sociology
Citizens Committee,28,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Eryk Chojnacki,26,M,Opposition,Academic Student
NSZZ Solidarność Łódź Regional Executive Committee,37,1984-05-01,1989-02-01,IA00871,NSZZS,LZREC,Opposition Group Leadership Body Regional or Local,NA,NA,Jerzy Dłużniewski,43,M,Opposition,Worker Textiles
Archbishops Charitable Committee,42,1982-01-01,1984-12-31,IA00221,ACC,NA,Charitable or Humanitarian Organization,NA,NA,Roman Duda,53,M,Opposition,Academic Mathematics
NSZZ Solidarność Founding Committee Youth Publishing Agency,43,1980-09-01,1980-12-31,IA00850,NSZZS,FCYPA,Opposition Group Leadership Body Regional or Local,NA,NA,Jan Dworak,40,M,Opposition,Journalist
“Przegląd Powszechny”,44,1983-01-01,1989-02-01,IA00116,PRPOW,NA,Periodical,NA,NA,Kazimierz Dziewanowski,58,M,Opposition,Journalist
Basic Objectives of the Polish Opposition Signatory,45,1987-05-31,1987-05-31,IA00259,BOPO,NA,Protest Statement,NA,NA,Marek Edelman,66,M,Opposition,Medical Doctor
Wolne Pismo Most publishing house,48,1982-01-01,1989-02-01,IA01374,WPM,NA,Publishing House,NA,NA,Dariusz Fikus,56,M,Opposition,Journalist
Citizens Committee,50,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Władysław Frasyniuk,34,M,Opposition,Worker Bus Mechanic
Independent Scouting,51,1981-01-01,1982-12-31,IA00519,IS,NA,Scouting Organization,NA,NA,Marek Frąckowiak,31,M,Opposition,Worker Librarian
NSZZ Solidarność National Committee,53,1980-09-01,1981-12-31,IA00910,NSZZS,KK,Opposition Group Leadership Body National,NA,NA,Bronisław Geremek,56,M,Opposition,Academic Historian
Citizens Committee,55,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Mieczysław Gil,45,M,Opposition,Worker Steel
NSZZ Solidarność Strike Committee Gdańsk Shipyards (April 1988),59,1988-04-01,1988-05-15,IA00921,NSZZS,SCGDSAP88,Protest Action,NA,NA,Bogusław Kazimierz Gołąb,42,M,Opposition,Worker Mechanic
“Tygodnik Mazowsze”,61,1982-01-01,1985-12-31,IA00150,TYMAZ,NA,Periodical,NA,NA,Jan Andrzej Górny,33,M,Opposition,Worker Computer Systems
“Tygodnik Mazowsze”,67,1982-01-01,1989-02-01,IA00150,TYMAZ,NA,Periodical,NA,NA,Anna Grzymisławska,41,F,Opposition,Lawyer
May 1988 Student Protests Gdańsk University,68,1988-05-01,1988-05-30,IA00709,MY68,GU,Protest Action,NA,NA,Jerzy Grzywacz,60,M,Opposition,Academic Physics
NSZZ Solidarność National Commission Center for Socio-Union Studies,69,1981-01-01,1981-12-31,IA00905,NSZZS,KKCSUS,Opposition Group Leadership Body National,NA,NA,Krzysztof Hagemejer,37,M,Opposition,Academic Economics
“Polityka Polska”,70,1982-01-01,1989-02-01,IA00106,POLIP,NA,NA,NA,NA,Aleksander Hall,35,M,Opposition,Academic historian
NSZZ Solidarność National Executive Commission,72,1988-01-01,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Stefania Hejmanowska,51,F,Opposition,Worker Chemist
“Tygodnik Mazowsze”,75,1983-01-01,1987-12-31,IA00150,TYMAZ,NA,Periodical,NA,NA,Janina Jankowska,49,F,Opposition,Journalist
KWK Lenin May 1988 Strike,77,1988-04-01,1988-05-01,IA00635,KWKL,M88,Protest Action,NA,NA,Gabriel Janowski,41,M,Opposition,Academic Agriculture
NSZZ Solidarność Małopolska/Kraków Regional Committee,84,1983-01-01,1989-02-01,IA00876,NSZZS,MKRC,Opposition Group Leadership Body Regional or Local,NA,NA,Stefan Jurczak,50,M,Opposition,Worker Steel Mechanic
Inter-factory Workers Committee Solidarność,86,1982-04-01,1986-09-01,IA00583,MKPS,NA,Protest Action,NA,NA,Jarosław Kaczyński,39,M,Opposition,Lawyer
University of Christian Workers,89,1985-01-01,1989-02-01,IA01277,CWU,NA,Postsecondary School,NA,NA,Marian Kallas,50,M,Opposition,Academic Historian
Society for Mining Engineers and Technicians,96,1980-01-01,1983-12-31,IA01190,SMET,NA,National Professional Association,NA,NA,Zdisław Kłeczek,51,M,Opposition,Academic Engineering
NOWa Publishing House,98,1985-01-01,1989-02-01,IA00789,NOWA,NA,Publishing House,NA,NA,Jan Kofman,47,M,Opposition,Academic Historian
NSZZ Solidarność Member,100,1980-09-01,1981-12-31,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Adam Tadeusz Kowalewski,48,M,Opposition,Academic Economist
Polish Tatra Society Kraków,102,1950-01-01,1989-02-01,IA01074,PTSK,NA,Independent Society,NA,NA,Stefan Kozłowski,61,M,Opposition,Academic Geology
“Krytyka”,104,1982-01-01,1989-02-01,IA00069,KRYT,NA,Periodical,NA,NA,Marcin Król,44,M,Opposition,Journalist
Inter-factory Strike Committee KWK July Manifesto (August 1988),105,1988-08-01,1988-08-30,IA00562,MKSGJM,NA,NA,NA,NA,Wiktor Krywulko,37,M,Opposition,Worker Mining Technician
NSZZ Solidarność Mazowsze Regional Board,106,1981-01-01,1981-12-31,IA00877,NSZZS,MARB,Opposition Group Leadership Body Regional or Local,NA,NA,Marek Kulerski,50,M,Opposition,Medical Doctor
First Solidarność National Congress Delegate,107,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Wiktor Kulerski,44,M,Opposition,Academic Historian
NSZZ Solidarność Member,110,1980-09-01,1989-02-01,IA00873,NSZZS,MEMB,Opposition Group,NA,NA,Władysław J.H. Kunicki-Goldfinger,72,M,Opposition,Academic Microbiologist
Primates Committee for People Deprived of their Liberty and their Families,112,1982-01-01,1989-02-01,IA01099,PCPDLF,NA,Charitable or Humanitarian Organization,NA,NA,Zofia Kuratowska,57,F,Opposition,Medical Doctor
NSZZ Solidarność Mazowsze Regional Board,113,1980-09-01,1982-12-31,IA00877,NSZZS,MARB,Opposition Group Leadership Body Regional or Local,NA,NA,Jacek Kurczewski,46,M,Opposition,Academic Sociologist
Letter in Support of Workers at Radom and Ursus,114,1976-06-01,1976-06-30,IA00660,LSRU,NA,Protest Statement,NA,NA,Jacek Kuroń,54,M,Opposition,Academic Historian
NSZZ Solidarność National Committee,120,1981-11-01,1981-12-31,IA00910,NSZZS,KK,Opposition Group Leadership Body National,NA,NA,Bogdan Lis,36,M,Opposition,Worker Electrician
Inter-factory Founding Committee Mazowsze,121,1980-10-01,1981-12-31,IA00574,MKZMA,NA,Protest Action,NA,NA,Jan Lityński,43,M,Opposition,Academic Mathematician
Inter-factory Strike Committee Gdańsk Committee of Experts,125,1980-08-01,1980-08-31,IA00560,MKSG,COE,Protest Action,NA,NA,Tadeusz Mazowiecki,61,M,Opposition,Journalist
PAN Institute of Fluid-Flow Machinery Gdańsk,128,1984-07-01,1984-12-31,IA01004,PAN,IFFMG,Research Institue,NA,NA,Jacek Merkel,34,M,Opposition,Worker Engineer
“Krytyka”,129,1977-05-01,1989-02-01,IA00069,KRYT,NA,Periodical,NA,NA,Adam Michnik,42,M,Opposition,Academic Historian
Citizens Committee,132,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Andrzej Milczanowski,49,M,Opposition,Lawyer
Union of Polish Academic Youth -  ZAMP,135,1948-01-01,1949-12-31,IA01261,ZAMP,NA,NA,NA,NA,Jan Mujżel,65,M,Opposition,Academic Economics
NSZZ Solidarność Temporary Coordinating Commission,136,1982-04-22,1986-05-01,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Michał Nawrocki,46,M,Opposition,Academic Physics
“Bis”,139,1982-01-01,1989-02-01,IA00007,BIS,NA,NA,NA,NA,Edward Olszewski,33,M,Opposition,Worker Robotics
Declaration of the Democratic Movement,140,1977-09-08,1977-09-08,IA00368,DDM,NA,Protest Statement,NA,NA,Jan Olszewski,58,M,Opposition,Lawyer
NSZZ Solidarność Commission for National Understanding,141,1981-04-01,1981-11-01,IA00806,NSZZS,KKP,Opposition Group Leadership Body National,NA,NA,Janusz Onyszkiewicz,51,M,Opposition,Academic Mathematician
Citizens Committee,143,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Aleksander Paszyński,60,M,Opposition,Journalist
Association of Authors,146,1984-01-01,1988-12-31,IA00234,ZAIKS,NA,NA,NA,NA,Edmund Jan Osmańczych,75,M,Opposition,Journalist
NSZZ Solidarność Wielkopolska Temporary Regional Board,147,1982-07-01,1989-02-01,IA00899,NSZZS,WPTRB,Opposition Group Leadership Body Regional or Local,NA,NA,Janusz Pałubicki,41,M,Opposition,Academic Art History
July Manifesto Strike (08/1988),150,1988-08-01,1988-08-31,IA00611,JULYM,NA,NA,NA,NA,Piotr Polmański,34,M,Opposition,Worker Miner
NSZZ Solidarność National Executive Commission,152,1988-09-01,1989-02-01,IA00907,NSZZS,KKW,Opposition Group Leadership Body National,NA,NA,Edward Radziewicz,41,M,Opposition,Worker Mechanic
Committee of Social Resistance,153,1982-01-01,1989-02-01,IA00332,KOS,NA,Opposition Group,NA,NA,Julian Radziewicz,51,M,Opposition,Academic Pedagogy
NSZZ Solidarność Silesia-Dąbrowski Regional Consultative Committee,155,1982-01-01,1982-12-31,IA00891,NSZZS,SDRCC,Opposition Group Leadership Body Regional or Local,NA,NA,Krzysztof Rajpert,55,M,Opposition,Medical Doctor
Radio Solidarność Mazowsze,162,1982-03-01,1982-08-29,IA01121,RSOL,MAZO,Opposition Group Leadership Body Regional or Local,NA,NA,Zbigniew Romaszewski,49,M,Opposition,Academic Physics
NSZZ Solidarność Committee for Steelworkers,164,1981-01-01,1981-12-31,IA00808,NSZZS,CSTW,Opposition Group Leadership Body National,NA,NA,Andrzej Rozmarynowicz,65,M,Opposition,Lawyer
NSZZ Solidarność Lower Silesia Regional Executive Committee,169,1987-12-01,1989-02-01,IA00867,NSZZS,LSREC,Opposition Group Leadership Body Regional or Local,NA,NA,Janusz Sanocki,34,M,Opposition,Worker
NSZZ Solidarność Founding Committee Healthcare Complex for Higher Education Wrocław,172,1980-09-01,1981-12-31,IA00827,NSZZS,FCHCHEW,Opposition Group Leadership Body Regional or Local,NA,NA,Władysław Sidorowicz,54,M,Opposition,Medical Doctor
Report on the observance of human and civil rights in the People's Republic,173,1980-09-01,1980-12-31,IA01129,REPOHCR,NA,Protest Statement,NA,NA,Władysław Siła-Nowicki,75,M,Government,Lawyer
Discussion Seminar “Experience and Future”,175,1980-01-01,1982-12-31,IA00379,DSEF,NA,NA,NA,NA,Magdalena Sokołowska,66,F,Opposition,Academic
“Tygodnik Mazowsze”,177,1982-08-01,1989-02-01,IA00150,TYMAZ,NA,Periodical,NA,NA,Grażyna Staniszewska,39,F,Opposition,Academic
NSZZ Solidarność Educational Experts Group,180,1980-10-01,1981-12-13,IA00818,NSZZS,EEG,Opposition Group Leadership Body National,NA,NA,Krystyna Starczewska,51,F,Opposition,Academic
NSZZ Solidarność Torun Regional Executive Committee,183,1983-01-01,1986-12-31,IA00894,NSZZS,TOREC,Opposition Group Leadership Body Regional or Local,NA,NA,Antoni Stawikowski,55,M,Opposition,Academic
Citizens Committee,187,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Stanisław Stomma,81,M,Opposition,Academic
Appeal by the 64,190,1980-08-20,1980-08-21,IA00215,A64,NA,Protest Statement,NA,NA,Klemens Szaniawski,63,M,Opposition,Academic
Flying University,192,1978-01-01,1989-02-01,IA00448,FU,NA,Independent Society,NA,NA,Jan Józef Szczepański,70,M,Opposition,Journalist
July Manifesto Strike (08/1988),193,1988-08-01,1988-08-31,IA00611,JULYM,NA,NA,NA,NA,Jarosław Józef Szczepański,38,M,Opposition,Academic
Warsaw University Conference of Deans Illegal Meetings,199,1982-01-01,1985-12-31,IA01320,UW,CODIM,Postsecondary School,NA,NA,Hanna świlda-Ziemba,58,F,Opposition,Academic
Katyn Committee,200,1981-01-01,1981-12-13,IA00613,KATCOM,NA,Independent Society,NA,NA,Henryk Tachasiuk,26,M,Opposition,Worker
Primates Committee for People Deprived of their Liberty and their Families,202,1983-01-01,1988-12-31,IA01099,PCPDLF,NA,Charitable or Humanitarian Organization,NA,NA,Antoni Tokarczuk,37,M,Opposition,Academic
NSZZ Solidarność National Committee,205,1980-09-01,1989-02-01,IA00910,NSZZS,KK,Opposition Group Leadership Body National,NA,NA,Witold Trzeciakowski,62,M,Opposition,Academic
KIK Kraków,206,1957-01-01,1989-02-01,IA00619,KIK,KR,Salon,NA,NA,Jerzy Turowicz,86,M,Opposition,Journalist
Gdańsk “Elektromantaż”,209,1979-07-01,1980-05-03,IA00463,GELE,NA,Factory,Gdańsk,NA,Lech Wałęsa,45,M,Opposition,Worker
Member of Parliament,210,1957-02-20,1961-02-20,IA00735,MOP,NA,NA,NA,NA,Zofia Wasikowska,78,F,Opposition,Lawyer
NSZZ Solidarność Temporary Board of the Środkowo-Wschodni Region (Lubliń),212,1986-10-05,1989-02-01,IA00923,NSZZS,TBSWR,Opposition Group Leadership Body Regional or Local,NA,NA,Stanisław Węglarz,40,M,Opposition,Worker Miner
Discussion Seminar “Experience and Future”,214,1978-01-01,1989-02-01,IA00379,DSEF,NA,NA,NA,NA,Andrzej Wielowieyski,61,M,Opposition,Lawyer
Polish Sociological Association,215,1957-01-01,1989-02-01,IA01070,PSOCA,NA,National Professional Association,NA,NA,Zbigniew Wierzbicki,69,M,Opposition,Academic
Polish PEN Club,220,1960-01-01,1989-02-01,IA01062,PPEN,NA,National Professional Association,NA,NA,Jacek Woźniakowski,68,M,Opposition,Academic
“Tygodnik Mazowsze”,221,1982-02-11,1983-10-30,IA00150,TYMAZ,NA,Periodical,NA,NA,Irena Wóycicka,38,F,Opposition,Journalist
KOR Collaborator,223,1976-09-01,1976-09-01,IA00625,KOR,NA,Opposition Group,NA,NA,Henryk Wujec,48,M,Opposition,Worker
Association of Authors,226,1984-01-01,1988-12-31,IA00234,ZAIKS,NA,NA,NA,NA,Jan Zalewski,58,M,Opposition,Journalist
Association of Authors,229,1975-01-01,1985-12-31,IA00234,ZAIKS,NA,National Professional Association,NA,NA,Andrzej Ziabicki,55,M,Opposition,Academic
Citizens Committee,231,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Janusz Ziółkowski,64,M,Opposition,Academic
Center for Documentation and the Study of Society,9,1967-04-01,1989-02-01,IA00287,CDSS,NA,Government Agency Regional or Local,NA,NA,Ryszard Bender,64,M,Opposition,Academic History
“Gazety Niecodziennej”,19,1983-01-01,1986-12-31,IA00040,GNIE,NA,NA,NA,NA,Stefan Bratkowski,54,M,Opposition,Journalist
Report Poland Five Years After August,22,1985-05-31,1985-05-31,IA01130,REP5Y,NA,Protest Statement,NA,NA,Ryszard Bugaj,44,M,Opposition,Academic Economist
NSZZ Solidarność Office of Lech Walęsa,25,1981-04-01,1981-12-13,IA00914,NSZZS,OLW,Opposition Group Leadership Body National,NA,NA,Andrzej Czeliński,38,M,Opposition,Academic Sociology
NSZZ Solidarność Temporary Coordinating Commission,37,1984-01-01,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Jerzy Dłużniewski,43,M,Opposition,Worker Textiles
Wrocław Archdiocese Social Study Center,42,1986-01-01,1989-02-01,IA01380,WASSC,NA,Research Institue,NA,NA,Roman Duda,53,M,Opposition,Academic Mathematics
Factory Committee Solidarność Youth Publishing Agency,43,1980-09-01,1981-04-01,IA00429,FCYPA,NA,Protest Action,NA,NA,Jan Dworak,40,M,Opposition,Journalist
Report Poland Five Years After August,44,1985-05-01,1985-05-01,IA01130,REP5Y,NA,Protest Statement,NA,NA,Kazimierz Dziewanowski,58,M,Opposition,Journalist
Citizens Committee,45,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Marek Edelman,66,M,Opposition,Medical Doctor
“Horyzont”,48,1987-01-01,1989-02-01,IA00055,HORY,NA,Periodical,NA,NA,Dariusz Fikus,56,M,Opposition,Journalist
Declaration of the Circle of Friends of the Polish-Czechoslovak Solidarity,50,1987-08-06,1987-08-06,IA00367,DCFPCS,NA,Protest Statement,NA,NA,Władysław Frasyniuk,34,M,Opposition,Worker Bus Mechanic
Independent Scouting publishing house,51,1983-01-01,1986-12-31,IA00520,ISPUB,NA,Scouting Organization,NA,NA,Marek Frąckowiak,31,M,Opposition,Worker Librarian
NSZZ Solidarność National Commission Center for Socio-Union Studies,53,1980-09-01,1981-12-31,IA00905,NSZZS,KKCSUS,Opposition Group Leadership Body National,NA,NA,Bronisław Geremek,56,M,Opposition,Academic Historian
Mass for the Fatherland,59,1981-01-01,1987-12-31,IA00708,MFATH,NA,Independent Society,NA,NA,Bogusław Kazimierz Gołąb,42,M,Opposition,Worker Mechanic
Flying Library,61,1982-01-01,1987-12-31,IA00447,FL,NA,Independent Society,NA,NA,Jan Andrzej Górny,33,M,Opposition,Worker Computer Systems
Polish Helsinki Committee,66,1982-01-01,1989-02-01,IA01057,PHC,NA,Opposition Group,NA,NA,Janusz Grzelak,47,M,Opposition,Academic Psychologist
National Coordinating Committee for Health Service Workers Solidarność,67,1982-01-01,1989-02-01,IA00774,NCCHSW,NA,Opposition Group Leadership Body National,NA,NA,Anna Grzymisławska,41,F,Opposition,Lawyer
Gdańsk Academic Association,68,1988-01-01,1989-02-01,IA00457,GAA,NA,Independent Society,Gdańsk,NA,Jerzy Grzywacz,60,M,Opposition,Academic Physics
“Tygodnik Mazowsze”,69,1982-01-01,1989-02-01,IA00150,TYMAZ,NA,Periodical,NA,NA,Krzysztof Hagemejer,37,M,Opposition,Academic Economics
Dziekania Political Thought Club,70,1985-01-01,1989-02-01,IA00385,DPTC,NA,Salon,NA,NA,Aleksander Hall,35,M,Opposition,Academic historian
Citizens Committee,72,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Stefania Hejmanowska,51,F,Opposition,Worker Chemist
Citizens Committee,77,1988-12-01,1989-02-01,IA00317,CITCOM,NA,Opposition Group Leadership Body National,NA,NA,Gabriel Janowski,41,M,Opposition,Academic Agriculture
NSZZ Solidarność Temporary Coordinating Commission,84,1983-08-01,1986-09-29,IA00926,NSZZS,TKK,Opposition Group Leadership Body National,NA,NA,Stefan Jurczak,50,M,Opposition,Worker Steel Mechanic
“Polityka Polska”,86,1983-01-01,1983-12-31,IA00106,POLIP,NA,NA,NA,NA,Jarosław Kaczyński,39,M,Opposition,Lawyer
Lech Wałęsa advisor,87,1983-01-01,1989-02-01,IA00648,LWAD,NA,Opposition Group Leadership Body National,NA,NA,Lech Kaczyński,39,M,Opposition,Lawyer
KIK Lubin,91,1984-10-01,1984-12-31,IA00620,KIK,LUB,Salon,NA,NA,Henryk Karaś,40,M,Opposition,Worker Mining Engineer
Union of Polish Teachers Departmental Council,96,1972-01-01,1976-12-31,IA01266,ZNP,DC,National Professional Association,NA,NA,Zdisław Kłeczek,51,M,Opposition,Academic Engineering
Lech Wałęsa advisor,102,1980-09-01,1981-12-31,IA00648,LWAD,NA,Opposition Group Leadership Body National,NA,NA,Stefan Kozłowski,61,M,Opposition,Academic Geology
Group of Political Journalists,104,1982-01-01,1989-02-01,IA00493,GPJ,NA,Independent Society,NA,NA,Marcin Król,44,M,Opposition,Journalist
NSZZ Solidarność Silesia-Dąbrowski Regional Executive Committee,105,1988-09-01,1989-02-01,IA00892,NSZZS,SDREC,Opposition Group Leadership Body Regional or Local,NA,NA,Wiktor Krywulko,37,M,Opposition,Worker Mining Technician
Polish Independence Agreement,107,1976-01-01,1980-12-30,IA01059,PPN,NA,Protest Statement,NA,NA,Wiktor Kulerski,44,M,Opposition,Academic Historian
Ideological Declaration of Republic Clubs Freedom-Justice-Independence,110,1981-10-01,1981-12-31,IA00516,IDRC,NA,Protest Statement,NA,NA,Władysław J.H. Kunicki-Goldfinger,72,M,Opposition,Academic Microbiologist
Seminar on “The Truth About Poland”,112,1983-01-01,1984-12-31,IA01164,SEMTAP,NA,Salon,NA,NA,Zofia Kuratowska,57,F,Opposition,Medical Doctor
Strike Committee Ustrzy Dolny,113,1981-01-01,1981-02-28,IA01232,SCUD,NA,Protest Action,NA,NA,Jacek Kurczewski,46,M,Opposition,Academic Sociologist
Open Letter to Enrico Berlinguera,114,1976-07-01,1976-07-30,IA00967,OLETEB,NA,Protest Statement,NA,NA,Jacek Kuroń,54,M,Opposition,Academic Historian
First Solidarność National Congress Delegate,120,1981-10-01,1981-11-30,IA00444,FSNCD,NA,Opposition Group Meeting,NA,NA,Bogdan Lis,36,M,Opposition,Worker Electrician
NSZZ Solidarność Founding Committee Lenin Steelworks,121,1980-09-01,1981-12-31,IA00835,NSZZS,FCLSTEEL,Opposition Group Leadership Body Regional or Local,NA,NA,Jan Lityński,43,M,Opposition,Academic Mathematician
Lech Wałęsa advisor,125,1980-08-01,1989-02-01,IA00648,LWAD,NA,Opposition Group Leadership Body National,NA,NA,Tadeusz Mazowiecki,61,M,Opposition,Journalist
Lech Wałęsa advisor,128,1983-01-01,1987-12-31,IA00648,LWAD,NA,Opposition Group Leadership Body National,NA,NA,Jacek Merkel,34,M,Opposition,Worker Engineer
NOWa Publishing House,129,1977-05-01,1989-02-01,IA00789,NOWA,NA,Publishing House,NA,NA,Adam Michnik,42,M,Opposition,Academic Historian
Inter-factory Strike Committee Szczecin (August 1988),132,1988-08-01,1988-08-31,IA00565,MKSS88,NA,NA,NA,NA,Andrzej Milczanowski,49,M,Opposition,Lawyer
PZPR member,135,1955-01-01,1981-12-31,IA01113,PZPR,MEM,NA,NA,NA,Jan Mujżel,65,M,Opposition,Academic Economics
KOR Collaborator,140,1976-09-01,1977-09-01,IA00625,KOR,NA,Opposition Group,NA,NA,Jan Olszewski,58,M,Opposition,Lawyer
